shop_name,shop_number,address,phone,services
全家汐止農會店,022477,新北市汐止區中正路１０６號１樓,"02-77230691 , 02-86916715","夯番薯, 休憩區, ChargeSPOT, 鼎王麻辣蛋"
全家汐止興中店,020039,新北市汐止區中興路１５８號,"02-77463865 , 02-86933681","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), SOHOT炎選-現烤點心, ChargeSPOT, 塑環真®循環杯"
全家汐止福全店,014806,新北市汐止區仁愛路１４９號,"02-77230692 , 02-26479466","夯番薯, 休憩區, 生鮮蔬菜, ChargeSPOT, 蒸新鮮"
全家汐止桂冠店,020638,新北市汐止區水源路二段３４號,"02-77230693 , 02-26474855","夯番薯, 休憩區, 生鮮蔬菜, ChargeSPOT"
全家汐止橫科店,020924,新北市汐止區民權街二段６８號１樓,"02-77532275 , 02-27198993","烤馬鈴薯, ChargeSPOT, picard"
全家汐止興萬店,022417,新北市汐止區汐萬路一段３５５號壹樓,02-26464086,"烤馬鈴薯, SOHOT炎選-現烤點心"
全家汐止伯爵店,020718,新北市汐止區伯爵街５２巷１號壹樓部份,"02-77230696 , 02-26474757","夯番薯, 廁所, 休憩區, 生鮮蔬菜, 烤馬鈴薯, ChargeSPOT"
全家汐止和平店,018090,新北市汐止區和平街４８號,"02-77462139 , 02-26439807","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), ChargeSPOT"
全家汐止鑫宜興店,022898,新北市汐止區宜興街１６號,02-26606803,"Fami!ce(有販售店), 烤馬鈴薯, 鼎王麻辣蛋"
全家汐止橋東店,016049,新北市汐止區忠孝東路４０２號,"02-77230700 , 02-86475279","夯番薯, 休憩區, 烤馬鈴薯, 好市多專架, ChargeSPOT, picard"
全家汐止新忠孝店,016496,新北市汐止區忠孝東路２５８號,"02-77230699 , 02-26919701","夯番薯, 休憩區, 烤馬鈴薯, 好市多專架, ChargeSPOT"
全家汐止秀峰店,022583,新北市汐止區忠孝東路２２８號,"02-77230698 , 02-26919425","夯番薯, Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 鼎王麻辣蛋, 塑環真®循環杯, 馬尚煮"
全家汐止鑫峰店,022795,新北市汐止區明峰街１６２號,"02-77137255 , 02-26953467","夯番薯, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店)"
全家汐止金龍店,021630,新北市汐止區明峰街１９０號壹樓,02-86951483,
全家汐止車站店,022695,新北市汐止區信義路１號２樓,02-26494180,"Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心, 鼎王麻辣蛋"
全家汐止保興店,018582,新北市汐止區保一街３９號,"02-77337813 , 02-86489793","夯番薯, 生鮮蔬菜, 好市多專架, ChargeSPOT"
全家汐止站前店,020318,新北市汐止區南昌街１６號,"02-77230701 , 02-86923096","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, 鼎王麻辣蛋, 蒸新鮮"
全家汐止南陽店,022616,新北市汐止區南陽街１８５號,02-87807876,"烤馬鈴薯, SOHOT炎選-現烤點心, 福爾摩沙茶館, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家汐止建安店,015041,新北市汐止區建成路５９巷９號．１５號,"02-77230702 , 02-26418761","夯番薯, 廁所, 休憩區, ChargeSPOT, 塑環真®循環杯"
全家汐止建泰店,022014,新北市汐止區建成路５９巷２號（國泰醫院汐止院區）,"02-26903424 , 02-26902115","夯番薯, 休憩區, 烤馬鈴薯, ChargeSPOT, 塑環真®循環杯, 馬尚煮"
全家汐止康寧店,021133,新北市汐止區康寧街１６９巷２３號１樓,"02-77230705 , 02-26959946","夯番薯, 休憩區, SOHOT炎選-現烤點心, ChargeSPOT, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家汐止日月光店,018859,新北市汐止區康寧街７４７號．７４９號,02-26486322,"夯番薯, 休憩區, 好市多專架, ChargeSPOT, picard, 蒸新鮮"
全家汐止東城店,021794,新北市汐止區康寧街４５９巷１０號１樓,"02-77137183 , 02-86951885","Fami!ce(有販售店), 烤馬鈴薯, ChargeSPOT, picard, 塑環真®循環杯"
全家汐止鑫湖店,018035,新北市汐止區康寧街１４１巷１８號,"02-77301971 , 02-26922499","夯番薯, 廁所, 好市多專架, ChargeSPOT, picard"
全家汐止祥雲店,019501,新北市汐止區祥雲街１號壹樓部份,"02-77230706 , 02-26462022","夯番薯, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), 好市多專架, ChargeSPOT"
全家汐止興莊店,021210,新北市汐止區莊敬街３２號壹樓全部,"02-77230709 , 02-86424336","夯番薯, 休憩區, ChargeSPOT, picard"
全家汐止莊敬店,021894,新北市汐止區莊敬街１３９號,"02-77230708 , 02-26435764","夯番薯, Fami!ce(有販售店), 休憩區, 生鮮蔬菜, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 塑環真®循環杯"
全家汐止新水蓮店,016217,新北市汐止區湖前街１１０巷９７弄２４號Ｂ１之１之２,"02-86429384 , 02-26909465","休憩區, 生鮮蔬菜, 烤馬鈴薯, 好市多專架, 蒸新鮮"
全家汐止湖前店,021490,新北市汐止區湖前街４９號１樓,"02-77303242 , 02-26927433","Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, ChargeSPOT"
全家汐止鄉長店,016026,新北市汐止區鄉長路一段２７號壹樓及貳樓,"02-77230710 , 02-26919409","夯番薯, 相片立可得, 休憩區, 生鮮蔬菜, 烤馬鈴薯, ChargeSPOT"
全家汐止連新店,018092,新北市汐止區新台五路一段１５１號壹樓及地下室,"02-77230711 , 02-26919772","夯番薯, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, ChargeSPOT, picard"
全家汐止青山店,018583,新北市汐止區新台五路一段２１２號；２１２之１號,"02-77230712 , 02-26489817","夯番薯, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, ChargeSPOT"
全家汐止宏碁店,022615,新北市汐止區新台五路一段８２號部份,02-26960486,"Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, 福爾摩沙茶館, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家汐止新遠雄店,020010,新北市汐止區新台五路一段９３號地下一層之２,"02-77163683 , 02-26971106","Fami!ce(有販售店), 烤馬鈴薯, ChargeSPOT, 智能咖啡機, 福爾摩沙茶館, 蒸新鮮, 塑環真®循環杯"
全家新遠雄二店,020011,新北市汐止區新台五路一段９７號地下一層之６,"02-77163703 , 02-26975513","烤馬鈴薯, ChargeSPOT, 蒸新鮮, 塑環真®循環杯"
全家汐止東科店,023131,新北市汐止區新台五路一段９６號Ｃ棟,02-26969769,"SOHOT炎選-現烤點心, SOHOT炎選-炸烤物, 馬尚煮"
全家汐止新興店,019910,新北市汐止區新興路２１及２３號,"02-77230713 , 02-26919264","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 好市多專架, ChargeSPOT, 智能咖啡機, 鼎王麻辣蛋"
全家汐止福旺店,017788,新北市汐止區福德一路１０９號,"02-77137254 , 02-86933934","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 生鮮蔬菜, Fami!ce(萌布朗店), 蒸新鮮, 塑環真®循環杯"
全家汐止長虹店,019397,新北市汐止區福德二路８１－１號,"02-77231502 , 02-26948906","夯番薯, 休憩區, 塑環真®循環杯"
全家汐止興福店,023210,新北市汐止區福德二路１３４號,"02-77230715 , 02-86932048","夯番薯, 廁所, 休憩區"
全家汐止福德店,021512,新北市汐止區福德三路１６號壹樓,02-27653612,烤馬鈴薯
全家汐止忠樹店,021070,新北市汐止區樟樹一路１１９巷２５號１樓,"02-77533282 , 02-26494703","烤馬鈴薯, ChargeSPOT, picard"
全家汐止樟興店,022751,新北市汐止區樟樹一路１６號，１８號,"02-77231505 , 02-26904033","夯番薯, 相片立可得, 休憩區, 生鮮蔬菜"
全家汐止樟中店,018981,新北市汐止區樟樹一路１２７號１樓,"02-77231503 , 02-86425058","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店)"
全家汐止樟福店,021010,新北市汐止區樟樹一路２２０號,"02-77231506 , 02-86923181","夯番薯, 廁所, 休憩區, 好市多專架"
全家汐止新樹店,021797,新北市汐止區樟樹二路２７３號,"02-77092139 , 02-26487704","夯番薯, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), 好市多專架, ChargeSPOT"
全家汐止導航店,018898,新北市汐止區樟樹二路６８號,"02-77230813 , 02-26548039","烤馬鈴薯, 馬尚煮"
全家汐止興龍店,019648,新北市汐止區龍安路３８號１樓,"02-77305219 , 02-26488674","Fami!ce(有販售店), 生鮮蔬菜, 烤馬鈴薯, ChargeSPOT"
全家深坑紅葉店,021826,新北市深坑區北深路１段１０６號,02-26643929,"Fami!ce(有販售店), 烤馬鈴薯, ChargeSPOT"
全家深坑金典店,019256,新北市深坑區北深路二段７７號,"02-77289994 , 02-26624307","夯番薯, 廁所, 休憩區"
全家深坑北福店,015531,新北市深坑區北深路三段２３９號,"02-77397335 , 02-26629753","夯番薯, 廁所, 休憩區, 好市多專架, ChargeSPOT, picard"
全家深坑北深店,014888,新北市深坑區北深路三段１７９號,"02-77136338 , 02-26644845","夯番薯, Fami!ce(有販售店), 休憩區, Fami!ce(萌布朗店), 烤馬鈴薯"
全家深坑埔新店,016992,新北市深坑區埔新里埔新街９３號１樓,"02-77136339 , 02-26641876","夯番薯, 休憩區, ChargeSPOT"
全家深坑昇高店,019681,新北市深坑區埔新街５９號,"02-77306029 , 02-26649860","Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, ChargeSPOT, picard"
全家石碇雙溪店,021207,新北市石碇區隆盛里雙溪５８號,"02-77136336 , 02-26633324","夯番薯, 廁所, 休憩區, ChargeSPOT"
全家石碇國道店,023203,新北市石碇區文山路一段６號,"02-77462702 , 02-26633428","夯番薯, Fami!ce(有販售店), 烤馬鈴薯, 好市多專架, 塑環真®循環杯, 馬尚煮"
全家瑞芳龍川店,020099,新北市瑞芳區一坑路１１之１號,"02-77231512 , 02-24061884","夯番薯, 相片立可得, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, ChargeSPOT, gogoro電池交換站"
全家瑞芳明燈店,021895,新北市瑞芳區民生街２０號１樓及２樓部份,"02-77301940 , 02-24969741","Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯"
全家瑞芳前站店,020633,新北市瑞芳區明燈路三段８４號１．２樓,"02-77463065 , 02-24971401","烤馬鈴薯, picard"
全家金瓜石黃金店,019156,新北市瑞芳區金光路３６號１樓（部份）,"02-77091681 , 02-24962382","Fami!ce(雙口味店), ChargeSPOT"
全家瑞芳傑魚坑店,017772,新北市瑞芳區傑魚坑路６２號,"02-77231513 , 02-24969517","夯番薯, 廁所, 休憩區, 烤馬鈴薯"
全家九份觀景店,019050,新北市瑞芳區輕便路４３號４樓,"02-77462348 , 02-24969045","夯番薯, 休憩區, Fami!ce(雙口味店)"
全家平溪平安店,022291,新北市平溪區石底街５３號,"02-77464306 , 02-24951706","夯番薯, 廁所, 休憩區, ChargeSPOT"
全家平溪十分店,018372,新北市平溪區靜安路三段３３１號,"02-77286549 , 02-24959087","夯番薯, 廁所, ChargeSPOT, gogoro電池交換站"
全家貢寮澳底一店,018537,新北市貢寮區大澳街１之１、３號１樓,"02-77231511 , 02-24903521","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, ChargeSPOT"
全家鑫福隆店,018411,新北市貢寮區興隆街２２號１．２樓,"02-77134022 , 02-24992209","夯番薯, Fami!ce(雙口味店), ChargeSPOT"
全家新店慶民店,015483,新北市新店區二十張路３號,"02-77231523 , 02-89193666","夯番薯, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), SOHOT炎選-現烤點心, ChargeSPOT, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮, 哈肯舖"
全家新店鑫民店,022432,新北市新店區三民路８１號１樓,02-29188975,"Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物, 馬尚煮"
全家新店新豐店,020986,新北市新店區大豐路１０號１樓,"02-77532263 , 02-29158240","Fami!ce(有販售店), 烤馬鈴薯, ChargeSPOT, picard"
全家新店福民店,020759,新北市新店區中央路１４５號,"02-77231527 , 02-22194351","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, ChargeSPOT, 鼎王麻辣蛋, 塑環真®循環杯"
全家新店新中央店,017773,新北市新店區中央路６３號,"02-77231528 , 02-22197580","夯番薯, 休憩區, ChargeSPOT"
全家新店大鵬店,020494,新北市新店區中正路６９８號,"02-77231532 , 02-22184729","夯番薯, Fami!ce(有販售店), 烤馬鈴薯"
全家新店中欣店,021540,新北市新店區中正路３號,"02-77179069 , 02-29156887","夯番薯, 休憩區, ChargeSPOT"
全家新店莊敬店,014690,新北市新店區中正路５２３號,"02-77463371 , 02-82193280","夯番薯, 廁所, 休憩區, 鼎王麻辣蛋, 馬尚煮"
全家新店華盛店,020253,新北市新店區中正路１４３號１樓,"02-77230130 , 02-86658387","Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, picard, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家新店新百合店,015406,新北市新店區中正路４０４號,"02-77304063 , 02-22199017","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, ChargeSPOT"
全家新店正中店,022536,新北市新店區中正路３６６號,"02-77302678 , 02-22195702","夯番薯, 休憩區, ChargeSPOT, 鼎王麻辣蛋, 塑環真®循環杯"
全家新店正民店,022752,新北市新店區中正路２２４號,"02-77397355 , 02-29137185","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, ChargeSPOT, 塑環真®循環杯"
全家新店五豐店,021457,新北市新店區中正路５９號,"02-77463250 , 02-89145746","夯番薯, 休憩區, 好市多專架, ChargeSPOT"
全家新店中盛店,017303,新北市新店區中正路４９３－２號１樓,"02-77462125 , 02-86673532","夯番薯, 廁所, 休憩區, 好市多專架, ChargeSPOT, 鼎王麻辣蛋"
全家新店中華店,023089,新北市新店區中華路５０號,"02-77231533 , 02-86658913","夯番薯, Fami!ce(有販售店), 休憩區, 生鮮蔬菜, SOHOT炎選-現烤點心, ChargeSPOT, 塑環真®循環杯"
全家新店鑫峰店,022847,新北市新店區中興路１段２８２號１樓,"02-77301710 , 02-29184798","Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 塑環真®循環杯"
全家新店富強店,020317,新北市新店區中興路３段１５６號,"02-77137256 , 02-89145943","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, ChargeSPOT"
全家新店新寶安店,018051,新北市新店區中興路三段２０９號,"02-77231536 , 02-29157211","夯番薯, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, ChargeSPOT"
全家新店新文強店,016113,新北市新店區文化路１７號,"02-77463171 , 02-29107458","夯番薯, 休憩區, ChargeSPOT"
全家新店站前店,021181,新北市新店區北宜路一段６號,"02-77231538 , 02-29147259","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心"
全家新店長春店,022551,新北市新店區北宜路二段１４９號１樓,"02-77231539 , 02-82171585","夯番薯, 休憩區, 生鮮蔬菜, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT"
全家新店北宜店,019032,新北市新店區北宜路二段１８號１樓＋地下室,"02-77163078 , 02-22171961","Fami!ce(有販售店), 烤馬鈴薯, 好市多專架, ChargeSPOT, picard"
全家新店美譚店,018770,新北市新店區北宜路二段４１９號,"02-77231550 , 02-22171398","夯番薯, 休憩區, 生鮮蔬菜, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT"
全家新店行政店,020221,新北市新店區北新路一段８８巷１２號３樓,"02-77230105 , 02-89146697","Fami!ce(有販售店), 烤馬鈴薯, ChargeSPOT, picard, 鼎王麻辣蛋"
全家新店新華店,020252,新北市新店區北新路一段２８７號１樓＋２樓,"02-77231526 , 02-29124931","Fami!ce(有販售店), Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, picard"
全家新店七張站店,023364,新北市新店區北新路２段１５０－１號,"02-77295419 , 02-86657572","夯番薯, Fami!ce(有販售店), 休憩區, Fami!ce(萌布朗店), ChargeSPOT"
全家新店忠誠店,020149,新北市新店區北新路二段１１９號１樓,"02-77231551 , 02-29158815","夯番薯, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), ChargeSPOT, 塑環真®循環杯"
全家新店金采店,019266,新北市新店區北新路３段２１３號旁壹樓部份（如附圖）,"02-77294183 , 02-89146548","夯番薯, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家新店公宅店,021233,新北市新店區央北二路３９８號,"02-77300573 , 02-22187268","Fami!ce(有販售店), 生鮮蔬菜, Fami自助洗衣, 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, picard, 鼎王麻辣蛋, SOHOT炎選-炸烤物, 馬尚煮"
全家新店民德店,023054,新北市新店區民族路６號,"02-77231553 , 02-89113923","休憩區, 烤馬鈴薯, ChargeSPOT"
全家新店新民族店,016232,新北市新店區民族路９７號１樓＋地下室,"02-77136828 , 02-29137896","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, ChargeSPOT"
全家新店復興店,018336,新北市新店區民權路１３２號１樓,"02-77286791 , 02-22184982","夯番薯, SOHOT炎選-現烤點心, ChargeSPOT, 智能咖啡機, 塑環真®循環杯"
全家新店寶元店,019309,新北市新店區民權路１９號,"02-77230500 , 02-29156106","夯番薯, Fami!ce(有販售店), 休憩區, 生鮮蔬菜, 烤馬鈴薯, ChargeSPOT"
全家新店民權店,015042,新北市新店區民權路１０５號１樓,"02-77231556 , 02-86673437","夯番薯, 廁所, Fami!ce(雙口味店), Fami!ce(圓滾滾店), ChargeSPOT"
全家新店民佳店,023574,新北市新店區民權路７２號,"02-77231558 , 02-86658005","夯番薯, 烤馬鈴薯, ChargeSPOT"
全家新店皇家店,018995,新北市新店區永平里永平街２７號一樓,"02-77096316 , 02-29499704","Fami!ce(有販售店), 生鮮蔬菜"
全家新店安和店,021401,新北市新店區永平街８９號１樓,"02-77096317 , 02-29475039","夯番薯, 休憩區, 好市多專架"
全家新店新和店,023604,新北市新店區永安街８１號１樓,"02-77137797 , 02-29413706","夯番薯, Fami!ce(有販售店), 休憩區, 好市多專架"
全家新店永業店,017701,新北市新店區永業路８１巷１弄１號,"02-77096319 , 02-29131378","夯番薯, 休憩區, 烤馬鈴薯, 好市多專架"
全家新店光明店,021028,新北市新店區廣明里７鄰光明街１３６號１樓,"02-77231563 , 02-86654542","夯番薯, Fami!ce(有販售店), 休憩區, 生鮮蔬菜, 好市多專架, ChargeSPOT, 塑環真®循環杯"
全家新店光盛店,017925,新北市新店區光明街１８１號１樓,"02-77462476 , 02-89147282","夯番薯, ChargeSPOT"
全家新店如意店,022363,新北市新店區如意街２９號１樓,"02-77096320 , 02-22101261","夯番薯, 休憩區"
全家新店安民店,016629,新北市新店區安民街１號１樓,"02-77096322 , 02-86662484","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 好市多專架, ChargeSPOT, picard"
全家新店安順店,016968,新北市新店區安民街１９２號１樓,"02-77231036 , 02-22121274","夯番薯, 休憩區, 烤馬鈴薯, 好市多專架"
全家新店景大店,017650,新北市新店區安忠路９９號Ｂ２,"02-77463881 , 02-22123186","夯番薯, 休憩區, Fami!ce(雙口味店)"
全家新店陽光店,020033,新北市新店區安忠路５７巷１０號１樓,"02-77096478 , 02-86665549","夯番薯, 休憩區, 生鮮蔬菜, 烤馬鈴薯, 好市多專架, ChargeSPOT, picard"
全家新店永安店,023085,新北市新店區安康路二段１５７號,"02-77096580 , 02-86661942","夯番薯, Fami!ce(有販售店), 休憩區, Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心"
全家新店德安店,020454,新北市新店區安康路二段３０３號,"02-77096581 , 02-86663307","休憩區, ChargeSPOT, picard"
全家新店康橋店,017396,新北市新店區安康路３段７３８號、７４０號１樓,"02-77096579 , 02-22140466","夯番薯, 廁所, 休憩區, ChargeSPOT, picard"
全家新店城泰店,016027,新北市新店區安康路三段３１１號１樓,"02-77096582 , 02-22143601","夯番薯, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, ChargeSPOT, gogoro電池交換站, 塑環真®循環杯"
全家新店襄陽店,023504,新北市新店區安祥路１０４－１０號,"02-77096583 , 02-82151522","夯番薯, 休憩區, 生鮮蔬菜, 好市多專架, ChargeSPOT, picard"
全家新店香坡店,018502,新北市新店區安祥路１１３號，１１５號,"02-77096585 , 02-22005350","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, 好市多專架, ChargeSPOT, picard"
全家新店德順店,018022,新北市新店區安德街１２０巷６號,"02-77096586 , 02-22121692","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 生鮮蔬菜, 烤馬鈴薯, 好市多專架, ChargeSPOT, picard, gogoro電池交換站"
全家新店康德店,017527,新北市新店區安德街７１巷２號、４號１樓,"02-77096587 , 02-22121574","夯番薯, 好市多專架, ChargeSPOT, 塑環真®循環杯"
全家新店健民店,014698,新北市新店區明德路６９巷２８號,"02-77136357 , 02-29162699","夯番薯, 休憩區, ChargeSPOT"
全家新店玫瑰店,021909,新北市新店區玫瑰路５８巷１號１樓,"02-77096589 , 02-22103956","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, picard"
全家新店新陽店,021600,新北市新店區粗坑里花園一路一段２號一樓,"02-77096590 , 02-26669640","夯番薯, 休憩區, 生鮮蔬菜, 好市多專架, ChargeSPOT"
全家新店慈濟店,022995,新北市新店區建國路２８９號Ｂ１慈濟醫院大愛美食坊,"02-82192787 , 02-82192878",夯番薯
全家新店江陵店,023974,新北市新店區建國路２１９號,"02-77231560 , 02-22190529","夯番薯, Fami!ce(有販售店), 休憩區, 生鮮蔬菜, Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, ChargeSPOT"
全家新店順安店,021057,新北市新店區順安街５７號,"02-77533603 , 02-89193423","Fami!ce(雙口味店), ChargeSPOT, picard"
全家新店新安店,021763,新北市新店區新和街６０號１樓,02-29403474,"烤馬鈴薯, ChargeSPOT"
全家新店鑫碧潭店,019235,新北市新店區新店路２１１號,"02-77287131 , 02-86657744",ChargeSPOT
全家新店龜山店,021366,新北市新店區新烏路三段１４４號１樓,"02-77231647 , 02-26666253","夯番薯, 廁所, 休憩區, ChargeSPOT, 鼎王麻辣蛋"
全家新店溪園店,022512,新北市新店區中山里溪園路３８９號一樓,"02-77095752 , 02-82189189","夯番薯, 相片立可得, 休憩區, 生鮮蔬菜, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, ChargeSPOT, picard"
全家新店鑫泉店,019783,新北市新店區溪園路４０１號,"02-77231562 , 02-86677615","夯番薯, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, 好市多專架, ChargeSPOT, 塑環真®循環杯"
全家新店僑信店,021232,新北市新店區僑信路２０號１樓,"02-77462473 , 02-22143950","夯番薯, 廁所, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架"
全家新店涵碧店,020110,新北市新店區碧潭路３７號,"02-77300561 , 02-22124064","Fami!ce(有販售店), 生鮮蔬菜, 烤馬鈴薯, picard"
全家新店德正店,020441,新北市新店區德正街２７巷１號,"02-77231565 , 02-29126411","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), ChargeSPOT"
全家新店寶中店,017775,新北市新店區寶中路７７號,"02-77231566 , 02-29117614","夯番薯, 休憩區, ChargeSPOT"
全家新店寶興店,020495,新北市新店區寶橋里寶橋路８０號一樓,"02-77231567 , 02-86654892","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, SOHOT炎選-現烤點心, ChargeSPOT, picard, 鼎王麻辣蛋"
全家新店橋興店,015043,新北市新店區寶橋路２３５巷１２９號,"02-77136320 , 02-89192388","夯番薯, 休憩區, 烤馬鈴薯, ChargeSPOT, 智能咖啡機, 鼎王麻辣蛋, 塑環真®循環杯, 馬尚煮"
全家新店新寶橋店,022916,新北市新店區寶橋路５１號１，２樓,"02-77292035 , 02-29122431","夯番薯, 廁所, 休憩區, 烤馬鈴薯, picard, 塑環真®循環杯"
全家新店新寶工店,021458,新北市新店區寶橋路２３５巷８號,"02-77137257 , 02-89145941","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, ChargeSPOT, 智能咖啡機, 鼎王麻辣蛋, 塑環真®循環杯"
全家新店統寶店,015188,新北市新店區寶興路４７號,"02-77463081 , 02-89147339","夯番薯, 休憩區, 烤馬鈴薯, ChargeSPOT, 塑環真®循環杯"
全家坪林順益店,023006,新北市坪林區水柳腳路１３３號,"02-77136337 , 02-26657521","夯番薯, 休憩區, ChargeSPOT, 蒸新鮮"
全家烏來溫泉店,022102,新北市烏來區烏來街７９號１樓,"02-77294563 , 02-26618084","夯番薯, 休憩區, Fami!ce(雙口味店), ChargeSPOT"
全家烏來烏萊店,014579,新北市烏來區環山路６２號１樓,"02-77464131 , 02-26617682","夯番薯, 廁所, 休憩區, ChargeSPOT"
全家永和新樂新店,016198,新北市永和區大新街３號１樓,"02-77397332 , 02-86607125","夯番薯, 廁所, 休憩區, 烤馬鈴薯, ChargeSPOT, 塑環真®循環杯"
全家永和正新店,023192,新北市永和區中正路２７８號１樓,"02-77095961 , 02-29464214","夯番薯, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心, ChargeSPOT, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家永和大福店,014886,新北市永和區中正路６０８．６１０．６１０之１號,"02-77095962 , 02-29254322","夯番薯, Fami!ce(雙口味店), 烤馬鈴薯, ChargeSPOT"
全家永和正得店,016282,新北市永和區中正路３４２號一樓,"02-77463256 , 02-29200317","夯番薯, 廁所, Fami!ce(雙口味店), 烤馬鈴薯, ChargeSPOT"
全家永和耕莘店,019298,新北市永和區中興街９５號１樓,"02-77095963 , 02-29240539","夯番薯, Fami!ce(有販售店), 休憩區, ChargeSPOT"
全家永和鼎豐店,014877,新北市永和區中興街７號１樓,"02-77293567 , 02-29200709","夯番薯, 休憩區, 好市多專架, ChargeSPOT, 鼎王麻辣蛋"
全家永和新仁愛店,020152,新北市永和區仁愛路１０３號１樓,"02-77301078 , 02-86609734","夯番薯, 休憩區, ChargeSPOT"
全家永和新仁店,017056,新北市永和區仁愛路３５２巷９４號、９６號,"02-77095960 , 02-86602630","夯番薯, 廁所, 休憩區, ChargeSPOT"
全家永和仁和店,016796,新北市永和區仁愛路３３號,"02-77095966 , 02-32330262","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 好市多專架, ChargeSPOT"
全家永和保順店,022708,新北市永和區仁愛路２８２巷１號１樓,02-89213384,"Fami!ce(有販售店), 烤馬鈴薯, ChargeSPOT, FamiSuper, 馬尚煮"
全家永和文化店,023235,新北市永和區文化路１８，２０，２２號１樓,"02-77095967 , 02-86604492","夯番薯, 相片立可得, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), 烤馬鈴薯, 好市多專架, ChargeSPOT, 塑環真®循環杯"
